t,x,y,vd,xyd,nd,d,st
637,1603.25,1155.55,0.444865,0.444864,6,5.95133,0
638,1603.69,1155.52,0.444865,0.444865,6,5.94858,0
638,1604.14,1155.48,0.444866,0.444866,6,5.9462,0
638,1604.58,1155.44,0.444867,0.444867,6,5.94392,0
639,1605.02,1155.4,0.444867,0.444867,6,5.94218,0
639,1605.46,1155.37,0.444868,0.444868,6,5.94136,0
639,1605.91,1155.33,0.444869,0.444869,6,5.94093,0
640,1606.35,1155.29,0.44487,0.44487,6,5.94089,0
640,1606.79,1155.25,0.44487,0.44487,6,5.94078,0
641,1607.24,1155.21,0.444871,0.444871,6,5.94114,0
641,1607.68,1155.17,0.444871,0.444871,6,5.94193,0
641,1608.12,1155.13,0.444862,0.444862,6,5.94237,0
642,1608.57,1155.09,0.444862,0.444862,6,5.94369,0
642,1609.01,1155.05,0.444863,0.444863,6,5.94588,0
642,1609.45,1155,0.444864,0.444864,6,5.9485,0
643,1609.89,1154.96,0.444864,0.444864,6,5.95158,0
643,1610.34,1154.92,0.444865,0.444865,6,5.95428,0
644,1610.78,1154.88,0.444866,0.444866,6,5.95771,0
644,1611.22,1154.83,0.444866,0.444866,6,5.96161,0
644,1611.66,1154.79,0.444871,0.444871,6,6.4556,0
645,1612.11,1154.74,0.444872,0.444871,6,6.44503,0
645,1612.55,1154.7,0.444873,0.444873,6,6.43491,0
645,1612.99,1154.65,0.444873,0.444873,6,6.42657,0
646,1613.43,1154.6,0.444874,0.444873,6,6.41842,0
646,1613.88,1154.56,0.444875,0.444875,6,6.40995,0
646,1614.32,1154.51,0.444875,0.444875,6,6.40211,0
647,1614.76,1154.46,0.444876,0.444876,6,6.39465,0
647,1615.2,1154.41,0.444877,0.444877,6,6.38738,0
648,1615.64,1154.36,0.444878,0.444877,6,6.3805,0
648,1616.09,1154.31,0.444878,0.444878,6,6.37396,0
648,1616.53,1154.26,0.444879,0.444878,6,6.36786,0
649,1616.97,1154.22,0.44488,0.44488,6,6.36188,0
649,1617.41,1154.16,0.444881,0.444881,6,6.35715,0
649,1617.85,1154.11,0.444882,0.444882,6,6.35238,0
650,1618.3,1154.06,0.444882,0.444882,6,6.34785,0
650,1618.74,1154.01,0.444883,0.444883,6,6.34341,0
651,1619.18,1153.96,0.444883,0.444883,6,6.33923,0
651,1619.62,1153.91,0.444884,0.444884,6,6.33526,0
651,1620.06,1153.86,0.444884,0.444884,6,6.33217,0
652,1620.5,1153.8,0.444885,0.444885,6,6.32919,0
652,1620.95,1153.75,0.444886,0.444885,6,6.32724,0
652,1621.39,1153.7,0.444886,0.444886,6,6.32517,0
653,1621.83,1153.64,0.444887,0.444887,6,6.32317,0
653,1622.27,1153.59,0.444887,0.444887,6,6.32017,0
653,1622.71,1153.54,0.444888,0.444888,6,6.31746,0
654,1623.15,1153.49,0.444888,0.444888,6,6.31481,0
654,1623.59,1153.43,0.444889,0.444889,6,6.31237,0
654,1624.04,1153.38,0.44489,0.44489,6,6.31021,0
655,1624.48,1153.33,0.44489,0.444889,6,6.30804,0
655,1624.92,1153.27,0.444891,0.444891,6,6.30704,0
656,1625.36,1153.22,0.444892,0.444891,6,6.30578,0
656,1625.8,1153.16,0.444892,0.444892,6,6.30386,0
656,1626.24,1153.11,0.444893,0.444892,6,6.30231,0
657,1626.69,1153.06,0.444893,0.444893,6,6.30063,0
657,1627.13,1153,0.444894,0.444894,6,6.29921,0
657,1627.57,1152.95,0.444895,0.444894,6,6.29741,0
658,1628.01,1152.9,0.444895,0.444895,6,6.29544,0
658,1628.45,1152.84,0.444896,0.444896,6,6.29412,0
658,1628.89,1152.79,0.444896,0.444896,6,6.29247,0
659,1629.33,1152.73,0.444888,0.444888,6,6.29086,0
659,1629.78,1152.68,0.444889,0.444889,6,6.28884,0
660,1630.22,1152.63,0.444889,0.444889,6,6.28655,0
660,1630.66,1152.57,0.44489,0.44489,6,6.28376,0
660,1631.1,1152.52,0.44489,0.44489,6,6.28092,0
661,1631.54,1152.47,0.444891,0.44489,6,6.27778,0
661,1631.98,1152.42,0.444891,0.444891,6,6.27382,0
661,1632.43,1152.37,0.444892,0.444892,6,6.26946,0
662,1632.87,1152.31,0.444896,0.444896,6,6.26638,0
662,1633.31,1152.26,0.444897,0.444897,6,6.26251,0
662,1633.75,1152.21,0.444897,0.444897,6,6.25826,0
663,1634.19,1152.16,0.444898,0.444897,6,6.2534,0
663,1634.63,1152.11,0.444898,0.444898,6,6.24794,0
663,1635.08,1152.06,0.444899,0.444899,6,6.24209,0
664,1635.52,1152.01,0.444899,0.444899,6,6.23602,0
664,1635.96,1151.96,0.4449,0.4449,6,6.22962,0
664,1636.4,1151.91,0.4449,0.444899,6,6.2228,0
665,1636.84,1151.87,0.444901,0.444901,6,6.21554,0
665,1637.29,1151.82,0.444902,0.444902,6,5.47952,0
665,1637.73,1151.77,0.444902,0.444902,6,5.4976,0
666,1638.17,1151.72,0.444903,0.444902,6,5.51575,0
666,1638.61,1151.68,0.444903,0.444903,6,5.53346,0
666,1639.06,1151.63,0.444904,0.444904,6,5.54896,0
667,1639.5,1151.59,0.444905,0.444905,6,5.56452,0
667,1639.94,1151.54,0.444905,0.444905,6,5.57967,0
667,1640.38,1151.5,0.444906,0.444906,6,5.59609,0
668,1640.83,1151.45,0.444906,0.444906,6,5.61165,0
668,1641.27,1151.41,0.444907,0.444906,6,5.6276,0
669,1641.71,1151.36,0.444907,0.444907,6,5.64267,0
669,1642.15,1151.32,0.444908,0.444908,6,5.65726,0
669,1642.6,1151.28,0.444908,0.444908,6,5.67044,0
670,1643.04,1151.24,0.444908,0.444908,6,5.68343,0
670,1643.48,1151.2,0.444909,0.444908,6,5.69598,0
670,1643.92,1151.15,0.444909,0.444909,6,5.7086,0
671,1644.37,1151.11,0.44491,0.44491,6,5.72076,0
671,1644.81,1151.07,0.44491,0.44491,6,5.73248,0
671,1645.25,1151.03,0.444911,0.44491,6,5.74241,0
672,1645.7,1150.99,0.444911,0.444911,6,5.7525,0
672,1646.14,1150.95,0.444912,0.444912,6,5.76222,0
673,1646.58,1150.92,0.444913,0.444913,6,5.77041,0
673,1647.03,1150.88,0.444913,0.444913,6,5.77863,0
673,1647.47,1150.84,0.444913,0.444913,6,5.78614,0
674,1647.91,1150.81,0.444914,0.444914,6,5.79324,0
674,1648.36,1150.77,0.444914,0.444914,6,5.80006,0
674,1648.8,1150.74,0.444915,0.444914,6,5.80477,0
675,1649.24,1150.7,0.444915,0.444915,6,5.80969,0
675,1649.69,1150.67,0.444916,0.444915,6,5.81443,0
676,1650.13,1150.64,0.444909,0.444909,6,5.81943,0
676,1650.57,1150.6,0.44491,0.444909,6,5.8241,0
676,1651.02,1150.57,0.44491,0.44491,6,5.8286,0
677,1651.46,1150.54,0.44491,0.444911,6,5.83197,0
677,1651.9,1150.5,0.444911,0.44491,6,5.83541,0
677,1652.35,1150.47,0.444911,0.44491,6,5.83791,0
678,1652.79,1150.44,0.444912,0.444912,6,5.84042,0
678,1653.24,1150.41,0.444912,0.444912,6,5.84286,0
679,1653.68,1150.38,0.444916,0.444915,6,5.84637,0
679,1654.12,1150.34,0.444916,0.444916,6,5.84947,0
679,1654.57,1150.31,0.444916,0.444916,6,5.85249,0
680,1655.01,1150.28,0.444917,0.444916,6,5.8549,0
680,1655.45,1150.25,0.444917,0.444917,6,5.8577,0
680,1655.9,1150.22,0.444918,0.444918,6,5.86044,0
681,1656.34,1150.19,0.444918,0.444918,6,5.86155,0
681,1656.79,1150.16,0.444919,0.444919,6,5.86322,0
681,1657.23,1150.13,0.444919,0.444919,6,5.8649,0
682,1657.67,1150.09,0.44492,0.444919,6,5.86702,0
682,1658.12,1150.06,0.44492,0.44492,6,5.86929,0
683,1658.56,1150.03,0.444921,0.444921,6,5.87157,0
683,1659,1150,0.444921,0.444921,6,5.87322,0
683,1659.45,1149.97,0.444921,0.444921,6,5.8749,0
684,1659.89,1149.94,0.444922,0.444922,6,5.87663,0
684,1660.33,1149.91,0.444923,0.444922,6,5.87877,0
684,1660.78,1149.88,0.444923,0.444923,6,5.88113,0
685,1661.22,1149.85,0.444923,0.444923,6,5.88354,0
685,1661.67,1149.82,0.444924,0.444924,6,5.88499,0
685,1662.11,1149.78,0.444924,0.444924,6,5.88676,0
686,1662.55,1149.75,0.444925,0.444925,6,5.88864,0
686,1663,1149.72,0.444925,0.444924,6,5.88896,0
686,1663.44,1149.69,0.444925,0.444925,6,5.88992,0
687,1663.88,1149.66,0.444926,0.444925,6,6.18584,0
687,1664.33,1149.63,0.444926,0.444926,6,6.1777,0
688,1664.77,1149.6,0.444926,0.444926,6,6.16974,0
688,1665.22,1149.57,0.444927,0.444927,6,6.16284,0
688,1665.66,1149.54,0.444927,0.444927,6,6.15594,0
689,1666.1,1149.51,0.444928,0.444927,6,6.1492,0
689,1666.55,1149.48,0.444928,0.444928,6,6.14322,0
690,1666.99,1149.44,0.444928,0.444928,6,6.13698,0
690,1667.43,1149.41,0.444929,0.444928,6,6.1309,0
690,1667.88,1149.38,0.444929,0.444929,6,6.12626,0
691,1668.32,1149.34,0.44493,0.44493,6,6.12131,0
691,1668.76,1149.31,0.44493,0.444929,6,6.11742,0
691,1669.21,1149.28,0.44493,0.44493,6,6.11343,0
692,1669.65,1149.24,0.444931,0.444931,6,6.10953,0
692,1670.09,1149.21,0.444931,0.444931,6,6.10469,0
692,1670.54,1149.17,0.444932,0.444931,6,6.10023,0
693,1670.98,1149.14,0.444932,0.444932,6,6.09592,0
693,1671.42,1149.1,0.444927,0.444926,6,6.09166,0
693,1671.87,1149.07,0.444927,0.444927,6,6.08748,0
694,1672.31,1149.04,0.444927,0.444927,6,6.08283,0
694,1672.76,1149,0.444928,0.444928,6,6.07867,0
694,1673.2,1148.97,0.444928,0.444928,6,6.07467,0
695,1673.64,1148.93,0.444928,0.444928,6,6.0718,0
695,1674.09,1148.9,0.444929,0.444929,6,6.06881,0
696,1674.53,1148.86,0.444929,0.444929,6,6.06593,0
696,1674.97,1148.83,0.444932,0.444931,6,6.06212,0
696,1675.42,1148.79,0.444932,0.444932,6,6.05871,0
697,1675.86,1148.76,0.444932,0.444932,6,6.05546,0
697,1676.3,1148.72,0.444933,0.444933,6,6.05223,0
697,1676.75,1148.69,0.444933,0.444933,6,6.04917,0
698,1677.19,1148.65,0.444933,0.444933,6,6.04762,0
698,1677.63,1148.61,0.444934,0.444934,6,6.04573,0
699,1678.08,1148.58,0.444934,0.444934,6,6.04394,0
699,1678.52,1148.54,0.444935,0.444935,6,6.04301,0
699,1678.96,1148.5,0.444935,0.444935,6,6.04174,0
700,1679.41,1148.46,0.444936,0.444936,6,6.04055,0
700,1679.85,1148.43,0.444936,0.444936,6,6.03871,0
701,1680.29,1148.39,0.444936,0.444936,6,6.0374,0
701,1680.74,1148.35,0.444936,0.444936,6,6.03606,0
701,1681.18,1148.32,0.444937,0.444937,6,6.03488,0
702,1681.62,1148.28,0.444937,0.444937,6,6.03378,0
702,1682.06,1148.24,0.444938,0.444938,6,6.0339,0
703,1682.51,1148.2,0.444938,0.444938,6,6.03376,0
703,1682.95,1148.16,0.444938,0.444938,6,6.03367,0
703,1683.39,1148.12,0.444939,0.444939,6,6.03478,0
704,1683.84,1148.09,0.444939,0.444938,6,6.03564,0
704,1684.28,1148.05,0.444939,0.444939,6,6.0365,0
704,1684.72,1148.01,0.44494,0.44494,6,6.03682,0
705,1685.17,1147.97,0.44494,0.44494,6,6.03702,0
705,1685.61,1147.93,0.44494,0.44494,6,6.03724,0
706,1686.05,1147.89,0.444941,0.44494,6,6.03843,0
706,1686.5,1147.85,0.444941,0.444941,6,6.03939,0
706,1686.94,1147.81,0.444941,0.44494,6,6.04154,0
707,1687.38,1147.77,0.444941,0.444941,6,6.04337,0
707,1687.82,1147.73,0.444942,0.444942,6,6.04513,0
708,1688.27,1147.69,0.444942,0.444942,6,6.04827,0
708,1688.71,1147.65,0.444942,0.444942,6,6.05096,0
708,1689.15,1147.61,0.444943,0.444943,6,6.05328,0
709,1689.6,1147.57,0.444943,0.444943,6,6.05571,0
709,1690.04,1147.53,0.444943,0.444943,6,6.05804,0
709,1690.48,1147.49,0.444944,0.444944,6,6.05883,0
710,1690.93,1147.45,0.444944,0.444944,6,6.06006,0
710,1691.37,1147.41,0.444944,0.444944,6,6.06122,0
711,1691.81,1147.37,0.444945,0.444944,6,5.92168,0
711,1692.25,1147.33,0.444945,0.444945,6,5.92812,0
711,1692.7,1147.29,0.444945,0.444945,6,5.93446,0
712,1693.14,1147.24,0.444941,0.444941,6,5.94237,0
712,1693.58,1147.2,0.444941,0.444941,6,5.94962,0
712,1694.03,1147.16,0.444942,0.444942,6,5.95673,0
713,1694.47,1147.12,0.444942,0.444941,6,5.96391,0
713,1694.91,1147.08,0.444942,0.444942,6,5.97089,0
714,1695.35,1147.04,0.444942,0.444942,6,5.97771,0
714,1695.8,1147,0.444943,0.444943,6,5.9835,0
714,1696.24,1146.96,0.444943,0.444943,6,5.98929,0
715,1696.68,1146.92,0.444945,0.444945,6,5.99395,0
715,1697.13,1146.89,0.444945,0.444945,6,5.99868,0
715,1697.57,1146.85,0.444946,0.444946,6,6.00332,0
716,1698.01,1146.81,0.444946,0.444946,6,6.00731,0
716,1698.46,1146.77,0.444946,0.444946,6,6.01155,0
717,1698.9,1146.73,0.444947,0.444947,6,6.0157,0
717,1699.34,1146.7,0.444947,0.444946,6,6.01985,0
717,1699.79,1146.66,0.444947,0.444947,6,6.02386,0
718,1700.23,1146.62,0.444948,0.444948,6,6.0284,0
718,1700.67,1146.58,0.444948,0.444948,6,6.03239,0
718,1701.12,1146.54,0.444948,0.444948,6,6.03627,0
719,1701.56,1146.51,0.444948,0.444948,6,6.04066,0
719,1702,1146.47,0.444949,0.444948,6,6.04502,0
720,1702.44,1146.43,0.444949,0.444949,6,6.04873,0
720,1702.89,1146.39,0.444949,0.444949,6,6.05268,0
720,1703.33,1146.35,0.444949,0.444949,6,6.05648,0
721,1703.77,1146.32,0.44495,0.44495,6,6.06096,0
721,1704.22,1146.28,0.44495,0.44495,6,6.06525,0
722,1704.66,1146.24,0.444951,0.44495,6,6.06903,0
722,1705.1,1146.2,0.444951,0.444951,6,6.07291,0
722,1705.55,1146.17,0.444951,0.444951,6,6.0766,0
723,1705.99,1146.13,0.444951,0.444951,6,6.08126,0
723,1706.43,1146.09,0.444951,0.444951,6,6.08547,0
723,1706.88,1146.05,0.444952,0.444952,6,6.08946,0
724,1707.32,1146.01,0.444952,0.444951,6,6.09371,0
724,1707.76,1145.98,0.444952,0.444952,6,6.09758,0
724,1708.21,1145.94,0.444952,0.444952,6,6.10001,0
725,1708.65,1145.9,0.444953,0.444952,6,6.10266,0
725,1709.09,1145.87,0.444953,0.444953,6,6.10511,0
726,1709.54,1145.83,0.444953,0.444953,6,6.10717,0
726,1709.98,1145.8,0.444953,0.444953,6,6.10921,0
726,1710.42,1145.76,0.444954,0.444953,6,6.11146,0
727,1710.87,1145.72,0.444954,0.444954,6,6.11328,0
727,1711.31,1145.69,0.444954,0.444954,6,6.11489,0
728,1711.75,1145.65,0.444955,0.444955,6,6.11767,0
728,1712.2,1145.62,0.444955,0.444955,6,6.11986,0
728,1712.64,1145.58,0.444955,0.444955,6,6.1218,0
729,1713.08,1145.55,0.444955,0.444955,6,6.12411,0
729,1713.53,1145.51,0.444956,0.444955,6,6.12594,0
729,1713.97,1145.48,0.444952,0.444952,6,6.12624,0
730,1714.41,1145.44,0.444952,0.444952,6,6.12676,0
730,1714.86,1145.41,0.444953,0.444952,6,6.12705,0
731,1715.3,1145.37,0.444953,0.444953,6,6.1271,0
731,1715.74,1145.34,0.444953,0.444953,6,6.12669,0
731,1716.19,1145.31,0.444953,0.444953,6,6.12607,0
732,1716.63,1145.27,0.444953,0.444953,6,6.12515,0
732,1717.08,1145.24,0.444954,0.444954,6,6.12407,0
732,1717.52,1145.21,0.444955,0.444955,6,6.12358,0
733,1717.96,1145.18,0.444956,0.444956,6,6.1224,0
733,1718.41,1145.14,0.444956,0.444956,6,6.12101,0
734,1718.85,1145.11,0.444956,0.444956,6,5.86616,0
734,1719.29,1145.08,0.444956,0.444956,6,5.87362,0
734,1719.74,1145.04,0.444957,0.444957,6,5.88082,0
735,1720.18,1145.01,0.444957,0.444956,6,5.88874,0
735,1720.62,1144.98,0.444957,0.444957,6,5.89592,0
735,1721.07,1144.95,0.444957,0.444957,6,5.90155,0
736,1721.51,1144.92,0.444958,0.444958,6,5.90746,0
736,1721.95,1144.89,0.444958,0.444957,6,5.91315,0
737,1722.4,1144.85,0.444958,0.444957,6,5.91828,0
737,1722.84,1144.82,0.444958,0.444958,6,5.92315,0
737,1723.29,1144.79,0.444959,0.444959,6,5.92783,0
738,1723.73,1144.76,0.444959,0.444959,6,5.93209,0
738,1724.17,1144.74,0.444959,0.444959,6,5.93601,0
739,1724.62,1144.7,0.444959,0.444959,6,5.94094,0
739,1725.06,1144.67,0.44496,0.44496,6,5.94547,0
739,1725.5,1144.65,0.44496,0.444959,6,5.94978,0
740,1725.95,1144.62,0.44496,0.44496,6,5.95434,0
740,1726.39,1144.59,0.44496,0.44496,6,5.95853,0
740,1726.84,1144.56,0.44496,0.44496,6,5.96133,0
741,1727.28,1144.53,0.444961,0.444961,6,5.96435,0
741,1727.72,1144.5,0.444961,0.444961,6,5.96721,0
741,1728.17,1144.47,0.444961,0.44496,6,5.96943,0
742,1728.61,1144.45,0.444961,0.444961,6,5.97183,0
742,1729.06,1144.42,0.444961,0.444961,6,5.97409,0
743,1729.5,1144.39,0.444962,0.444962,6,5.97709,0
743,1729.94,1144.36,0.444962,0.444961,6,5.9794,0
743,1730.39,1144.33,0.444962,0.444962,6,5.98158,0
744,1730.83,1144.31,0.444962,0.444962,6,5.9826,0
744,1731.28,1144.28,0.444962,0.444962,6,5.98374,0
745,1731.72,1144.26,0.444963,0.444963,6,5.98371,0
745,1732.16,1144.23,0.444963,0.444962,6,5.98385,0
745,1732.61,1144.2,0.444963,0.444963,6,5.98395,0
746,1733.05,1144.18,0.444963,0.444963,6,5.98516,0
746,1733.5,1144.15,0.444963,0.444963,6,5.98598,0
747,1733.94,1144.12,0.444964,0.444964,6,5.98824,0
747,1734.38,1144.1,0.444964,0.444964,6,5.98993,0
747,1734.83,1144.07,0.444964,0.444964,6,5.99152,0
748,1735.27,1144.04,0.444961,0.444961,6,5.9927,0
748,1735.72,1144.02,0.444961,0.444961,6,5.99413,0
749,1736.16,1143.99,0.444962,0.444962,6,5.99546,0
749,1736.6,1143.96,0.444962,0.444961,6,5.99523,0
749,1737.05,1143.94,0.444962,0.444962,6,5.99551,0
750,1737.49,1143.91,0.444962,0.444962,6,5.99442,0
750,1737.94,1143.89,0.444962,0.444962,6,5.99377,0
751,1738.38,1143.86,0.444963,0.444963,6,5.99312,0
751,1738.82,1143.84,0.444964,0.444963,6,5.99277,0
751,1739.27,1143.81,0.444964,0.444964,6,5.9927,0
752,1739.71,1143.79,0.444964,0.444964,6,5.99262,0
752,1740.16,1143.76,0.444965,0.444964,6,5.99174,0
753,1740.6,1143.74,0.444965,0.444965,6,5.99099,0
753,1741.04,1143.72,0.444965,0.444965,6,5.98901,0
753,1741.49,1143.69,0.444965,0.444965,6,5.9874,0
754,1741.93,1143.67,0.444965,0.444965,6,5.98589,0
754,1742.38,1143.64,0.444966,0.444966,6,5.98446,0
755,1742.82,1143.62,0.444966,0.444966,6,5.98353,0
755,1743.27,1143.6,0.444966,0.444966,6,5.98268,0
755,1743.71,1143.57,0.444966,0.444966,6,5.98275,0
756,1744.15,1143.54,0.444966,0.444966,6,5.9824,0
756,1744.6,1143.52,0.444966,0.444966,6,5.98199,0
756,1745.04,1143.49,0.444967,0.444966,6,5.98173,0
757,1745.49,1143.47,0.444967,0.444967,6,5.98154,0
757,1745.93,1143.44,0.444967,0.444967,6,5.98297,0
758,1746.37,1143.42,0.444967,0.444966,6,5.98388,0
758,1746.82,1143.39,0.444968,0.444968,6,5.98612,0
758,1747.26,1143.36,0.444968,0.444968,6,5.98799,0
759,1747.71,1143.33,0.444968,0.444967,6,5.98986,0
759,1748.15,1143.31,0.444968,0.444968,6,5.99126,0
760,1748.59,1143.28,0.444968,0.444968,6,6.11446,0
760,1749.04,1143.25,0.444968,0.444968,6,6.11226,0
760,1749.48,1143.23,0.444968,0.444968,6,6.11048,0
761,1749.93,1143.2,0.444969,0.444969,6,6.1089,0
761,1750.37,1143.17,0.444969,0.444969,6,6.10734,0
761,1750.81,1143.15,0.444969,0.444969,6,6.10493,0
762,1751.26,1143.12,0.444969,0.444969,6,6.10273,0
762,1751.7,1143.09,0.444969,0.444969,6,6.09909,0
763,1752.15,1143.07,0.444969,0.444969,6,6.09604,0
763,1752.59,1143.04,0.44497,0.44497,6,6.09309,0
763,1753.03,1143.02,0.44497,0.44497,6,6.09037,0
764,1753.48,1142.99,0.44497,0.44497,6,6.08755,0
764,1753.92,1142.96,0.44497,0.44497,6,6.08445,0
765,1754.37,1142.94,0.44497,0.44497,6,6.08164,0
765,1754.81,1142.91,0.44497,0.44497,6,6.07896,0
765,1755.25,1142.88,0.444971,0.444971,6,6.07566,0
766,1755.7,1142.86,0.444971,0.44497,6,6.07297,0
766,1756.14,1142.83,0.444969,0.444968,6,6.06975,0
767,1756.59,1142.81,0.444969,0.444969,6,6.06708,0
767,1757.03,1142.78,0.444969,0.444969,6,6.06455,0
767,1757.47,1142.75,0.444969,0.444968,6,6.06307,0
768,1757.92,1142.73,0.444969,0.444969,6,6.06157,0
768,1758.36,1142.7,0.444969,0.444969,6,6.06113,0
769,1758.81,1142.67,0.444969,0.444969,6,6.06059,0
769,1759.25,1142.64,0.44497,0.44497,6,6.06013,0
769,1759.69,1142.61,0.44497,0.44497,6,6.05865,0
770,1760.14,1142.58,0.44497,0.444969,6,6.05758,0
770,1760.58,1142.56,0.444971,0.444971,6,6.05708,0
770,1761.03,1142.53,0.444971,0.444971,6,6.0563,0
771,1761.47,1142.5,0.444971,0.444971,6,6.05564,0
771,1761.91,1142.47,0.444972,0.444971,6,6.05643,0
772,1762.36,1142.44,0.444972,0.444971,6,6.05687,0
772,1762.8,1142.41,0.444972,0.444972,6,6.05848,0
772,1763.25,1142.38,0.444972,0.444972,6,6.05987,0
773,1763.69,1142.35,0.444972,0.444971,6,6.06129,0
773,1764.13,1142.32,0.444972,0.444972,6,6.06203,0
774,1764.58,1142.29,0.444973,0.444972,6,6.06285,0
774,1765.02,1142.26,0.444973,0.444972,6,6.06218,0
774,1765.46,1142.23,0.444973,0.444972,6,6.06214,0
775,1765.91,1142.2,0.444973,0.444973,6,6.06222,0
775,1766.35,1142.17,0.444973,0.444973,6,6.06257,0
775,1766.8,1142.14,0.444973,0.444973,6,6.06282,0
776,1767.24,1142.12,0.444973,0.444973,6,6.06319,0
776,1767.68,1142.08,0.444974,0.444974,6,6.06494,0
777,1768.13,1142.05,0.444974,0.444973,6,6.06637,0
777,1768.57,1142.02,0.444974,0.444974,6,6.06898,0
777,1769.02,1141.99,0.444974,0.444974,6,6.07136,0
778,1769.46,1141.96,0.444974,0.444973,6,6.07375,0
778,1769.9,1141.93,0.444974,0.444974,6,6.0756,0
778,1770.35,1141.9,0.444974,0.444974,6,6.07748,0
779,1770.79,1141.87,0.444975,0.444974,6,6.07988,0
779,1771.23,1141.84,0.444975,0.444974,6,6.08196,0
779,1771.68,1141.8,0.444975,0.444975,6,6.08408,0
780,1772.12,1141.77,0.444975,0.444974,6,6.08604,0
780,1772.57,1141.74,0.444975,0.444975,6,6.08815,0
780,1773.01,1141.71,0.444975,0.444975,6,6.09028,0
781,1773.45,1141.68,0.444975,0.444975,6,6.09218,0
781,1773.9,1141.65,0.444975,0.444975,6,6.09427,0
782,1774.34,1141.62,0.444976,0.444976,6,6.09639,0
782,1774.78,1141.59,0.444976,0.444976,6,6.09855,0
782,1775.23,1141.56,0.444976,0.444976,6,6.10073,0
783,1775.67,1141.53,0.444976,0.444976,6,6.10237,0
783,1776.12,1141.49,0.444976,0.444976,6,6.10443,0
783,1776.56,1141.46,0.444976,0.444976,6,6.10646,0
784,1777,1141.43,0.444976,0.444976,6,6.10848,0
784,1777.45,1141.4,0.444977,0.444977,6,6.1105,0
784,1777.89,1141.37,0.444975,0.444975,6,5.49168,0
785,1778.33,1141.34,0.444975,0.444975,6,5.51347,0
785,1778.78,1141.31,0.444975,0.444974,6,5.53532,0
786,1779.22,1141.28,0.444975,0.444975,6,5.55708,0
786,1779.67,1141.25,0.444975,0.444975,6,5.57881,0
786,1780.11,1141.22,0.444975,0.444975,6,5.60075,0
787,1780.55,1141.19,0.444975,0.444975,6,5.62247,0
787,1781,1141.15,0.444976,0.444975,6,5.64447,0
788,1781.44,1141.12,0.444976,0.444976,6,5.66624,0
788,1781.88,1141.09,0.444976,0.444976,6,5.68792,0
788,1782.33,1141.06,0.444977,0.444976,6,5.70975,0
789,1782.77,1141.03,0.444977,0.444977,6,5.73138,0
789,1783.22,1141,0.444977,0.444977,6,5.75289,0
790,1783.66,1140.97,0.444977,0.444976,6,5.77295,0
790,1784.1,1140.94,0.444977,0.444977,6,5.79333,0
790,1784.55,1140.91,0.444977,0.444977,6,5.81254,0
791,1784.99,1140.88,0.444977,0.444977,6,5.83191,0
791,1785.43,1140.86,0.444978,0.444978,6,5.8512,0
791,1785.88,1140.83,0.444978,0.444977,6,5.87142,0
792,1786.32,1140.8,0.444978,0.444978,6,5.8912,0
792,1786.77,1140.77,0.444978,0.444978,6,5.91083,0
792,1787.21,1140.74,0.444978,0.444978,6,5.93031,0
793,1787.65,1140.71,0.444978,0.444978,6,5.94957,0
793,1788.1,1140.68,0.444978,0.444978,6,5.9695,0
793,1788.54,1140.65,0.444978,0.444978,6,5.98912,0
794,1788.99,1140.62,0.444979,0.444978,6,6.00844,0
794,1789.43,1140.6,0.444979,0.444978,6,6.02629,0
794,1789.87,1140.57,0.444979,0.444979,6,6.04428,0
795,1790.32,1140.54,0.444979,0.444978,6,6.06343,0
795,1790.76,1140.51,0.444979,0.444979,6,6.08185,0
795,1791.21,1140.49,0.444979,0.444979,6,6.09986,0
796,1791.65,1140.46,0.444979,0.444979,6,6.11723,0
796,1792.09,1140.43,0.444979,0.444979,6,6.13401,0
797,1792.54,1140.41,0.44498,0.44498,6,6.15034,0
797,1792.98,1140.38,0.44498,0.444979,6,6.16674,0
797,1793.43,1140.36,0.44498,0.444979,6,6.18257,0
798,1793.87,1140.33,0.44498,0.44498,6,6.19789,0
798,1794.31,1140.31,0.44498,0.44498,6,6.21321,0
798,1794.76,1140.29,0.44498,0.44498,6,6.228,0
799,1795.2,1140.26,0.44498,0.44498,6,6.24221,0
799,1795.65,1140.24,0.44498,0.44498,6,6.25687,0
800,1796.09,1140.22,0.44498,0.44498,6,6.27085,0
800,1796.54,1140.19,0.444981,0.444981,6,6.28393,0
800,1796.98,1140.17,0.444981,0.44498,6,6.29632,0
801,1797.43,1140.15,0.444981,0.444981,6,6.30802,0
801,1797.87,1140.13,0.444981,0.444981,6,6.31926,0
801,1798.31,1140.11,0.444981,0.444981,6,6.32954,0
802,1798.76,1140.09,0.444981,0.444981,6,6.3391,0
802,1799.2,1140.08,0.44498,0.444979,6,6.34642,0
803,1799.65,1140.06,0.44498,0.444979,6,6.35345,0
803,1800.09,1140.04,0.44498,0.44498,6,6.35978,0
803,1800.54,1140.03,0.44498,0.44498,6,6.36629,0
804,1800.98,1140.01,0.44498,0.44498,6,6.37176,0
804,1801.43,1140,0.44498,0.44498,6,6.37687,0
804,1801.87,1139.98,0.44498,0.44498,6,6.38128,0
805,1802.31,1139.97,0.44498,0.44498,6,6.38487,0
805,1802.76,1139.96,0.44498,0.44498,6,6.38789,0
