t,x,y,vd,xyd,nd,d,st
312,1205.39,1187.85,0.436996,0.436995,6,5.91987,0
313,1205.83,1187.87,0.437035,0.437035,6,5.91201,0
313,1206.27,1187.89,0.437086,0.437086,6,5.90541,0
314,1206.7,1187.92,0.437125,0.437125,6,5.89869,0
314,1207.14,1187.94,0.437429,0.437429,6,5.89286,0
314,1207.58,1187.96,0.437467,0.437467,6,5.88711,0
315,1208.01,1187.98,0.437504,0.437504,6,5.88149,0
315,1208.45,1188,0.437541,0.437541,6,5.87676,0
315,1208.89,1188.02,0.437578,0.437578,6,5.87168,0
316,1209.33,1188.04,0.437614,0.437614,6,5.86635,0
316,1209.76,1188.06,0.43765,0.43765,6,5.8614,0
316,1210.2,1188.08,0.437687,0.437686,6,5.85662,0
317,1210.64,1188.09,0.437723,0.437722,6,5.85287,0
317,1211.07,1188.11,0.437759,0.437759,6,5.84918,0
317,1211.51,1188.13,0.437817,0.437817,6,5.84647,0
318,1211.95,1188.15,0.437853,0.437852,6,5.84383,0
318,1212.39,1188.16,0.437888,0.437888,6,5.84136,0
318,1212.82,1188.18,0.437945,0.437945,6,5.8394,0
319,1213.26,1188.2,0.43798,0.43798,6,5.83745,0
319,1213.7,1188.21,0.438015,0.438015,6,5.83569,0
319,1214.14,1188.23,0.438086,0.438085,6,5.83504,0
320,1214.57,1188.24,0.43812,0.43812,6,5.83441,0
320,1215.01,1188.26,0.438154,0.438154,6,5.83398,0
320,1215.45,1188.27,0.438188,0.438188,6,5.83402,0
321,1215.89,1188.29,0.438222,0.438221,6,5.83411,0
321,1216.32,1188.3,0.438266,0.438265,6,5.83365,0
322,1216.76,1188.32,0.438299,0.438299,6,5.83387,0
322,1217.2,1188.33,0.438332,0.438332,6,5.83435,0
322,1217.64,1188.35,0.438365,0.438365,6,5.83372,0
323,1218.08,1188.36,0.438398,0.438397,6,5.83374,0
323,1218.52,1188.38,0.438431,0.438431,6,5.83409,0
323,1218.95,1188.39,0.438463,0.438463,6,5.83567,0
324,1219.39,1188.4,0.438495,0.438495,6,5.8373,0
324,1219.83,1188.42,0.438527,0.438526,6,5.83776,0
324,1220.27,1188.43,0.438559,0.438559,6,5.83895,0
325,1220.71,1188.45,0.438591,0.438591,6,5.84053,0
325,1221.14,1188.46,0.438661,0.43866,6,5.84266,0
325,1221.58,1188.47,0.438692,0.438692,6,5.84541,0
326,1222.02,1188.48,0.438723,0.438723,6,5.84855,0
326,1222.46,1188.49,0.43876,0.438759,6,5.85186,0
326,1222.9,1188.5,0.438791,0.438791,6,5.85544,0
327,1223.34,1188.52,0.438822,0.438822,6,5.85944,0
327,1223.78,1188.53,0.438852,0.438852,6,5.86313,0
327,1224.21,1188.54,0.438882,0.438882,6,5.86764,0
328,1224.65,1188.55,0.438913,0.438913,6,5.87259,0
328,1225.09,1188.56,0.438945,0.438945,6,5.87759,0
328,1225.53,1188.57,0.438975,0.438975,6,5.88317,0
329,1225.97,1188.57,0.439005,0.439005,6,5.88922,0
329,1226.39,1188.58,0.438532,0.438533,6,5.89475,0
329,1226.83,1188.59,0.438564,0.438564,6,5.90132,0
330,1227.27,1188.6,0.438596,0.438596,6,5.90838,0
330,1227.71,1188.61,0.438637,0.438636,6,5.91753,0
331,1228.15,1188.61,0.438669,0.438669,6,5.92675,0
331,1228.58,1188.62,0.438913,0.438913,6,5.93544,0
331,1229.02,1188.62,0.438943,0.438943,6,5.94503,0
332,1229.46,1188.63,0.438973,0.438973,6,5.95509,0
332,1229.9,1188.63,0.439003,0.439003,6,6.34081,0
332,1230.34,1188.64,0.439032,0.439031,6,6.3226,0
333,1230.78,1188.64,0.439062,0.439062,6,6.30485,0
333,1231.22,1188.64,0.439091,0.439091,6,6.28679,0
333,1231.66,1188.65,0.43912,0.43912,6,6.26959,0
334,1232.1,1188.65,0.439149,0.439149,6,6.25289,0
334,1232.54,1188.65,0.439196,0.439196,6,6.23575,0
335,1232.98,1188.65,0.439225,0.439225,6,6.21957,0
335,1233.41,1188.66,0.439253,0.439253,6,6.2039,0
335,1233.85,1188.66,0.4393,0.4393,6,6.18993,0
335,1234.29,1188.66,0.439328,0.439328,6,6.17594,0
336,1234.73,1188.66,0.439356,0.439356,6,6.16241,0
336,1235.17,1188.66,0.439414,0.439413,6,6.14868,0
337,1235.61,1188.65,0.439441,0.439441,6,6.13552,0
337,1236.05,1188.65,0.439469,0.439468,6,6.12282,0
337,1236.49,1188.65,0.439496,0.439496,6,6.11174,0
338,1236.93,1188.65,0.439523,0.439522,6,6.10066,0
338,1237.37,1188.64,0.43955,0.43955,6,6.08998,0
339,1237.81,1188.64,0.439586,0.439585,6,6.08062,0
339,1238.25,1188.63,0.439612,0.439612,6,6.07143,0
339,1238.69,1188.63,0.439639,0.439638,6,6.06262,0
339,1239.13,1188.62,0.439665,0.439665,6,6.05447,0
340,1239.57,1188.62,0.439692,0.439692,6,6.04665,0
340,1240,1188.61,0.439718,0.439717,6,6.04077,0
340,1240.44,1188.6,0.439744,0.439744,6,6.0348,0
341,1240.88,1188.59,0.43977,0.43977,6,6.02907,0
341,1241.32,1188.58,0.439796,0.439795,6,6.02308,0
342,1241.76,1188.58,0.439821,0.439821,6,6.0175,0
342,1242.2,1188.57,0.439847,0.439847,6,6.01217,0
342,1242.64,1188.56,0.439903,0.439903,6,6.0056,0
343,1243.08,1188.55,0.439929,0.439929,6,5.9997,0
343,1243.52,1188.54,0.439954,0.439954,6,5.99406,0
343,1243.96,1188.54,0.439983,0.439982,6,5.98785,0
344,1244.4,1188.53,0.440008,0.440008,6,5.98231,0
344,1244.84,1188.52,0.440033,0.440033,6,5.97703,0
345,1245.28,1188.51,0.440057,0.440057,6,5.97258,0
345,1245.72,1188.5,0.440081,0.440081,6,5.96787,0
345,1246.16,1188.49,0.440106,0.440106,6,5.9634,0
346,1246.6,1188.48,0.440132,0.440132,6,5.95975,0
346,1247.04,1188.47,0.440156,0.440155,6,5.95629,0
346,1247.48,1188.46,0.44018,0.44018,6,5.953,0
347,1247.91,1188.45,0.4398,0.4398,6,5.9503,0
347,1248.35,1188.44,0.439826,0.439825,6,5.94744,0
347,1248.79,1188.42,0.439851,0.439851,6,5.94472,0
348,1249.23,1188.41,0.439884,0.439884,6,5.94153,0
348,1249.67,1188.4,0.43991,0.43991,6,5.93874,0
348,1250.11,1188.39,0.440106,0.440106,6,5.93545,0
349,1250.55,1188.38,0.44013,0.44013,6,5.93266,0
349,1250.99,1188.37,0.440154,0.440154,6,5.93,0
349,1251.43,1188.36,0.440178,0.440178,6,5.92852,0
350,1251.87,1188.34,0.440202,0.440202,6,5.92688,0
350,1252.31,1188.33,0.440226,0.440226,6,5.92532,0
351,1252.75,1188.32,0.440249,0.440249,6,5.92276,0
351,1253.19,1188.31,0.440272,0.440272,6,5.92054,0
351,1253.63,1188.3,0.440296,0.440296,6,6.15155,0
352,1254.07,1188.29,0.440334,0.440334,6,6.14206,0
352,1254.51,1188.28,0.440357,0.440357,6,6.13321,0
352,1254.95,1188.26,0.440394,0.440394,6,6.12463,0
353,1255.39,1188.25,0.440417,0.440417,6,6.11599,0
353,1255.83,1188.24,0.440439,0.440439,6,6.10747,0
353,1256.27,1188.23,0.440462,0.440462,6,6.09906,0
354,1256.71,1188.22,0.440508,0.440508,6,6.08994,0
354,1257.15,1188.21,0.440531,0.44053,6,6.08099,0
354,1257.59,1188.2,0.440553,0.440552,6,6.07252,0
355,1258.03,1188.19,0.440575,0.440575,6,6.06382,0
355,1258.47,1188.17,0.440597,0.440597,6,6.05524,0
355,1258.91,1188.16,0.440625,0.440625,6,6.046,0
356,1259.35,1188.15,0.440647,0.440647,6,6.03731,0
356,1259.79,1188.14,0.440669,0.440669,6,6.02836,0
356,1260.23,1188.13,0.44069,0.44069,6,6.01971,0
357,1260.67,1188.12,0.440711,0.44071,6,6.01117,0
357,1261.11,1188.11,0.440732,0.440732,6,6.00274,0
357,1261.55,1188.1,0.440753,0.440753,6,5.99361,0
358,1261.99,1188.09,0.440774,0.440774,6,5.98464,0
358,1262.43,1188.08,0.440795,0.440795,6,5.97579,0
359,1262.87,1188.06,0.440816,0.440815,6,5.96734,0
359,1263.32,1188.05,0.440836,0.440836,6,5.95866,0
359,1263.76,1188.04,0.440882,0.440882,6,5.94962,0
360,1264.2,1188.03,0.440902,0.440902,6,5.94094,0
360,1264.64,1188.02,0.440923,0.440923,6,5.93236,0
360,1265.08,1188.01,0.440946,0.440946,6,5.92526,0
361,1265.52,1187.99,0.440966,0.440966,6,5.91774,0
361,1265.96,1187.98,0.440986,0.440986,6,5.91028,0
361,1266.4,1187.97,0.441006,0.441006,6,5.90208,0
362,1266.84,1187.96,0.441026,0.441025,6,5.894,0
362,1267.28,1187.95,0.441047,0.441047,6,5.88667,0
362,1267.72,1187.93,0.441067,0.441067,6,5.8789,0
363,1268.16,1187.92,0.441086,0.441086,6,5.8712,0
363,1268.6,1187.91,0.440778,0.440778,6,5.86326,0
363,1269.04,1187.9,0.440798,0.440798,6,5.85553,0
364,1269.48,1187.89,0.440819,0.440819,6,5.84788,0
364,1269.92,1187.87,0.440846,0.440846,6,5.8399,0
365,1270.36,1187.86,0.440867,0.440867,6,5.83219,0
365,1270.8,1187.85,0.440887,0.440887,6,5.82458,0
365,1271.24,1187.84,0.441046,0.441046,6,5.81633,0
366,1271.68,1187.83,0.441065,0.441065,6,5.80867,0
366,1272.12,1187.81,0.441085,0.441085,6,5.80114,0
366,1272.56,1187.8,0.441104,0.441104,6,5.79502,0
367,1273,1187.79,0.441123,0.441123,6,5.78861,0
367,1273.44,1187.77,0.441142,0.441142,6,5.78231,0
367,1273.88,1187.76,0.441161,0.441161,6,5.77479,0
368,1274.33,1187.75,0.44118,0.44118,6,5.76784,0
368,1274.77,1187.73,0.441211,0.441211,6,5.76136,0
368,1275.21,1187.72,0.44123,0.441229,6,5.75475,0
369,1275.65,1187.71,0.441248,0.441248,6,5.74832,0
369,1276.09,1187.69,0.441278,0.441278,6,5.743,0
369,1276.53,1187.68,0.441297,0.441297,6,5.73767,0
370,1276.97,1187.66,0.441315,0.441315,6,5.73249,0
370,1277.41,1187.65,0.441353,0.441352,6,5.72803,0
370,1277.85,1187.63,0.441371,0.441371,6,5.72338,0
371,1278.3,1187.62,0.441389,0.441389,6,5.71891,0
371,1278.74,1187.6,0.441407,0.441406,6,5.71572,0
371,1279.18,1187.58,0.441424,0.441424,6,5.71241,0
372,1279.62,1187.57,0.441442,0.441442,6,5.70926,0
372,1280.06,1187.55,0.441465,0.441465,6,5.70675,0
373,1280.5,1187.53,0.441483,0.441483,6,5.70413,0
373,1280.94,1187.52,0.4415,0.4415,6,5.7017,0
373,1281.38,1187.5,0.441517,0.441517,6,5.70044,0
374,1281.82,1187.48,0.441535,0.441534,6,5.69916,0
374,1282.26,1187.46,0.441552,0.441551,6,5.69808,0
374,1282.71,1187.44,0.441569,0.441569,6,5.69747,0
375,1283.15,1187.42,0.441586,0.441586,6,5.69689,0
375,1283.59,1187.4,0.441603,0.441603,6,5.69654,0
376,1284.03,1187.38,0.441619,0.441619,6,5.69706,0
376,1284.47,1187.36,0.441636,0.441636,6,5.69778,0
376,1284.91,1187.34,0.441673,0.441673,6,5.6994,0
376,1285.35,1187.32,0.441689,0.441689,6,5.70119,0
377,1285.79,1187.29,0.441705,0.441705,6,5.70319,0
377,1286.23,1187.27,0.441725,0.441724,6,5.7054,0
377,1286.67,1187.25,0.441741,0.441741,6,5.70788,0
378,1287.12,1187.23,0.441757,0.441757,6,5.71062,0
378,1287.56,1187.21,0.441773,0.441773,6,5.71253,0
379,1288,1187.18,0.441789,0.441788,6,5.71489,0
379,1288.44,1187.16,0.441805,0.441805,6,5.71757,0
379,1288.88,1187.14,0.441822,0.441822,6,5.72136,0
380,1289.32,1187.11,0.441838,0.441837,6,6.86361,0
380,1289.76,1187.09,0.441853,0.441853,6,6.83862,0
380,1290.2,1187.07,0.441605,0.441605,6,6.81375,0
381,1290.64,1187.04,0.441622,0.441621,6,6.78923,0
381,1291.08,1187.02,0.441639,0.441639,6,6.76507,0
381,1291.52,1186.99,0.44166,0.44166,6,6.74121,0
382,1291.96,1186.97,0.441677,0.441677,6,6.71804,0
382,1292.4,1186.94,0.441805,0.441805,6,6.69363,0
382,1292.84,1186.92,0.441821,0.44182,6,6.67005,0
383,1293.28,1186.89,0.441837,0.441836,6,6.6469,0
383,1293.72,1186.86,0.441852,0.441852,6,6.6245,0
384,1294.16,1186.84,0.441867,0.441867,6,6.60213,0
384,1294.61,1186.81,0.441883,0.441883,6,6.5802,0
384,1295.05,1186.78,0.441898,0.441898,6,6.55818,0
385,1295.49,1186.75,0.441914,0.441914,6,6.53684,0
385,1295.93,1186.73,0.441929,0.441929,6,6.51597,0
385,1296.37,1186.7,0.441954,0.441953,6,6.49485,0
386,1296.81,1186.67,0.441969,0.441969,6,6.47454,0
386,1297.25,1186.64,0.441984,0.441984,6,6.45473,0
386,1297.69,1186.61,0.442008,0.442008,6,6.43449,0
387,1298.13,1186.58,0.442023,0.442023,6,6.41522,0
387,1298.57,1186.55,0.442037,0.442037,6,6.39647,0
387,1299.01,1186.52,0.442068,0.442067,6,6.37933,0
388,1299.46,1186.49,0.442082,0.442082,6,6.36226,0
388,1299.9,1186.45,0.442096,0.442097,6,6.34567,0
388,1300.34,1186.42,0.442111,0.442111,6,6.32874,0
389,1300.78,1186.39,0.442125,0.442125,6,6.31253,0
389,1301.22,1186.36,0.442139,0.442139,6,6.29681,0
389,1301.66,1186.32,0.442158,0.442158,6,6.28263,0
390,1302.1,1186.29,0.442172,0.442172,6,6.26861,0
390,1302.54,1186.25,0.442186,0.442186,6,6.25497,0
390,1302.98,1186.21,0.4422,0.4422,6,6.24161,0
391,1303.42,1186.18,0.442214,0.442213,6,6.22871,0
391,1303.86,1186.14,0.442228,0.442228,6,6.21557,0
391,1304.3,1186.1,0.442241,0.442241,6,6.20319,0
392,1304.74,1186.07,0.442255,0.442255,6,6.19128,0
392,1305.18,1186.03,0.442268,0.442268,6,6.17915,0
392,1305.63,1185.99,0.442282,0.442282,6,6.16776,0
393,1306.07,1185.95,0.442312,0.442311,6,6.1574,0
393,1306.51,1185.92,0.442325,0.442325,6,6.14737,0
393,1306.95,1185.88,0.442338,0.442338,6,6.13776,0
394,1307.39,1185.84,0.442351,0.442351,6,6.12856,0
394,1307.83,1185.8,0.442367,0.442366,6,6.11984,0
394,1308.27,1185.75,0.44238,0.44238,6,6.11172,0
395,1308.71,1185.71,0.442393,0.442393,6,6.10397,0
395,1309.15,1185.67,0.442405,0.442405,6,6.09616,0
395,1309.59,1185.63,0.442418,0.442418,6,6.08873,0
396,1310.03,1185.59,0.442432,0.442432,6,6.08199,0
396,1310.47,1185.54,0.442445,0.442444,6,6.07563,0
396,1310.91,1185.5,0.442457,0.442457,6,6.06959,0
397,1311.35,1185.46,0.442257,0.442256,6,6.06326,0
397,1311.79,1185.42,0.44227,0.44227,6,6.05751,0
397,1312.23,1185.37,0.442284,0.442284,6,6.05206,0
398,1312.67,1185.33,0.442301,0.442302,6,6.0478,0
398,1313.11,1185.28,0.442315,0.442314,6,6.04345,0
398,1313.55,1185.24,0.442328,0.442328,6,6.03935,0
399,1313.99,1185.19,0.442431,0.442431,6,6.03517,0
399,1314.43,1185.15,0.442444,0.442444,6,6.03139,0
399,1314.87,1185.1,0.442457,0.442457,6,6.02783,0
400,1315.31,1185.06,0.442469,0.442469,6,6.02511,0
400,1315.75,1185.01,0.442481,0.442481,6,6.02257,0
400,1316.18,1184.96,0.442494,0.442494,6,6.02084,0
401,1316.62,1184.91,0.442506,0.442506,6,6.01922,0
401,1317.06,1184.87,0.442519,0.442519,6,6.01772,0
402,1317.5,1184.82,0.442538,0.442538,6,6.01706,0
402,1317.94,1184.77,0.442551,0.442551,6,6.016,0
402,1318.38,1184.72,0.442563,0.442563,6,6.01502,0
403,1318.82,1184.67,0.442582,0.442582,6,6.01373,0
403,1319.26,1184.63,0.442594,0.442594,6,6.01272,0
403,1319.7,1184.58,0.442606,0.442606,6,6.01177,0
404,1320.14,1184.53,0.442631,0.442631,6,6.01032,0
404,1320.58,1184.48,0.442642,0.442642,6,6.00928,0
404,1321.02,1184.43,0.442654,0.442653,6,6.00829,0
405,1321.46,1184.39,0.442666,0.442666,6,6.00673,0
405,1321.9,1184.34,0.442677,0.442677,6,6.00548,0
405,1322.34,1184.29,0.442689,0.442689,6,6.00428,0
406,1322.78,1184.24,0.442704,0.442704,6,6.00361,0
406,1323.22,1184.19,0.442715,0.442715,6,5.67123,0
406,1323.66,1184.15,0.442726,0.442726,6,5.67889,0
407,1324.1,1184.1,0.442738,0.442737,6,5.68644,0
407,1324.54,1184.05,0.442749,0.442749,6,5.69405,0
408,1324.98,1184,0.44276,0.44276,6,5.70165,0
408,1325.42,1183.95,0.442771,0.442771,6,5.70929,0
408,1325.86,1183.91,0.442782,0.442782,6,5.71686,0
409,1326.3,1183.86,0.442793,0.442793,6,5.7244,0
409,1326.74,1183.81,0.442817,0.442817,6,5.7319,0
409,1327.18,1183.76,0.442828,0.442828,6,5.7393,0
410,1327.62,1183.71,0.442839,0.442839,6,5.74665,0
410,1328.06,1183.67,0.442849,0.442849,6,5.75271,0
410,1328.51,1183.62,0.44286,0.44286,6,5.75907,0
411,1328.95,1183.57,0.44287,0.44287,6,5.76539,0
411,1329.39,1183.53,0.442883,0.442882,6,5.77037,0
411,1329.83,1183.48,0.442893,0.442893,6,5.77562,0
412,1330.27,1183.44,0.442904,0.442904,6,5.78086,0
412,1330.71,1183.39,0.442915,0.442915,6,5.7869,0
412,1331.15,1183.35,0.442925,0.442925,6,5.7928,0
413,1331.59,1183.3,0.442935,0.442935,6,5.79866,0
413,1332.02,1183.25,0.442773,0.442773,6,5.80397,0
413,1332.46,1183.21,0.442784,0.442784,6,5.80921,0
414,1332.9,1183.16,0.442795,0.442795,6,5.8144,0
414,1333.34,1183.12,0.442809,0.442808,6,5.81801,0
414,1333.79,1183.07,0.44282,0.44282,6,5.8221,0
415,1334.23,1183.03,0.44283,0.44283,6,5.82617,0
415,1334.67,1182.99,0.442914,0.442914,6,5.8289,0
415,1335.11,1182.94,0.442924,0.442924,6,5.83206,0
416,1335.55,1182.9,0.442935,0.442935,6,5.83522,0
416,1335.99,1182.85,0.442945,0.442945,6,5.8393,0
416,1336.43,1182.81,0.442955,0.442954,6,5.84307,0
417,1336.87,1182.77,0.442965,0.442965,6,5.84681,0
417,1337.31,1182.72,0.442975,0.442975,6,5.85189,0
417,1337.75,1182.68,0.442985,0.442984,6,5.85647,0
418,1338.19,1182.63,0.442995,0.442995,6,5.86095,0
418,1338.63,1182.59,0.443011,0.443011,6,5.86538,0
419,1339.07,1182.54,0.443021,0.44302,6,5.86972,0
419,1339.51,1182.5,0.443037,0.443037,6,5.87455,0
419,1339.95,1182.45,0.443047,0.443047,6,5.87887,0
420,1340.39,1182.41,0.443056,0.443055,6,5.88306,0
420,1340.84,1182.36,0.443076,0.443075,6,5.88605,0
420,1341.28,1182.32,0.443086,0.443086,6,5.88917,0
421,1341.72,1182.28,0.443095,0.443095,6,5.8922,0
421,1342.16,1182.23,0.443104,0.443104,6,5.89633,0
421,1342.6,1182.19,0.443114,0.443114,6,5.89994,0
422,1343.04,1182.14,0.443123,0.443123,6,5.90342,0
422,1343.48,1182.1,0.443135,0.443135,6,5.90665,0
423,1343.92,1182.06,0.443145,0.443145,6,5.90994,0
423,1344.36,1182.01,0.443154,0.443154,6,5.91309,0
423,1344.8,1181.97,0.443163,0.443163,6,5.91508,0
424,1345.24,1181.93,0.443172,0.443171,6,5.91718,0
424,1345.69,1181.89,0.443181,0.443181,6,5.91918,0
424,1346.13,1181.84,0.44319,0.44319,6,5.92232,0
425,1346.57,1181.8,0.443199,0.443199,6,5.92496,0
425,1347.01,1181.76,0.443208,0.443208,6,5.92711,0
425,1347.45,1181.71,0.443217,0.443216,6,5.92944,0
426,1347.89,1181.67,0.443225,0.443225,6,5.93164,0
426,1348.33,1181.63,0.443245,0.443244,6,5.93252,0
427,1348.77,1181.59,0.443254,0.443254,6,5.93364,0
427,1349.21,1181.55,0.443262,0.443262,6,5.93467,0
427,1349.66,1181.5,0.443271,0.443271,6,5.93678,0
428,1350.1,1181.46,0.443279,0.443279,6,5.93844,0
428,1350.54,1181.42,0.443288,0.443288,6,5.93998,0
428,1350.98,1181.38,0.443298,0.443298,6,5.94104,0
429,1351.42,1181.34,0.443306,0.443306,6,5.94239,0
429,1351.86,1181.29,0.443315,0.443314,6,5.94363,0
430,1352.3,1181.25,0.443324,0.443323,6,5.94326,0
430,1352.74,1181.21,0.443332,0.443332,6,5.94331,0
430,1353.19,1181.17,0.44334,0.44334,6,5.94328,0
431,1353.62,1181.13,0.443209,0.443208,6,5.94401,0
431,1354.07,1181.09,0.443218,0.443218,6,5.94421,0
432,1354.51,1181.05,0.443227,0.443227,6,6.02384,0
432,1354.95,1181.01,0.443238,0.443238,6,6.02207,0
432,1355.39,1180.97,0.443247,0.443247,6,6.01992,0
433,1355.83,1180.93,0.443256,0.443256,6,6.01768,0
433,1356.27,1180.89,0.443323,0.443322,6,6.01414,0
433,1356.71,1180.85,0.443331,0.443331,6,6.01087,0
434,1357.15,1180.81,0.44334,0.44334,6,6.00756,0
434,1357.6,1180.77,0.443348,0.443347,6,6.00474,0
435,1358.04,1180.73,0.443356,0.443355,6,6.00196,0
435,1358.48,1180.69,0.443364,0.443364,6,5.99913,0
435,1358.92,1180.65,0.443372,0.443372,6,5.99554,0
436,1359.36,1180.61,0.44338,0.443379,6,5.9924,0
436,1359.8,1180.57,0.443388,0.443388,6,5.98923,0
437,1360.24,1180.53,0.443401,0.443401,6,5.98465,0
437,1360.69,1180.49,0.443409,0.443409,6,5.98051,0
437,1361.13,1180.45,0.443422,0.443422,6,5.97697,0
438,1361.57,1180.41,0.443429,0.443429,6,5.97306,0
438,1362.01,1180.38,0.443437,0.443437,6,5.96916,0
438,1362.45,1180.34,0.443453,0.443452,6,5.96496,0
439,1362.89,1180.3,0.443461,0.443461,6,5.96096,0
439,1363.34,1180.26,0.443468,0.443468,6,5.957,0
439,1363.78,1180.22,0.443476,0.443476,6,5.95306,0
440,1364.22,1180.18,0.443483,0.443483,6,5.94909,0
440,1364.66,1180.14,0.443491,0.443491,6,5.94517,0
441,1365.1,1180.1,0.443501,0.443501,6,5.9412,0
441,1365.54,1180.06,0.443508,0.443508,6,5.9373,0
441,1365.99,1180.03,0.443516,0.443515,6,5.93326,0
442,1366.43,1179.99,0.443523,0.443523,6,5.92936,0
442,1366.87,1179.95,0.44353,0.44353,6,5.92553,0
442,1367.31,1179.91,0.443538,0.443537,6,5.9214,0
443,1367.75,1179.87,0.443545,0.443545,6,5.91758,0
443,1368.19,1179.83,0.443552,0.443552,6,5.91385,0
443,1368.64,1179.79,0.443559,0.443559,6,5.90951,0
444,1369.08,1179.75,0.443566,0.443566,6,5.90573,0
444,1369.52,1179.71,0.443573,0.443573,6,5.90208,0
444,1369.96,1179.67,0.443589,0.443588,6,5.89983,0
445,1370.4,1179.63,0.443596,0.443596,6,5.89727,0
445,1370.84,1179.59,0.443603,0.443603,6,5.89587,0
446,1371.29,1179.55,0.44361,0.443609,6,5.89424,0
446,1371.73,1179.51,0.443616,0.443616,6,5.89269,0
446,1372.17,1179.47,0.443625,0.443624,6,5.89037,0
447,1372.61,1179.43,0.443631,0.443631,6,5.88825,0
447,1373.05,1179.38,0.443638,0.443638,6,5.88626,0
447,1373.49,1179.35,0.443645,0.443645,6,5.88257,0
448,1373.93,1179.31,0.443652,0.443651,6,5.87966,0
448,1374.37,1179.27,0.443546,0.443546,6,5.87691,0
448,1374.82,1179.22,0.443553,0.443553,6,5.87426,0
449,1375.26,1179.18,0.44356,0.44356,6,5.87182,0
449,1375.7,1179.14,0.443567,0.443567,6,5.8704,0
449,1376.14,1179.1,0.443574,0.443574,6,5.86897,0
450,1376.58,1179.06,0.443584,0.443584,6,5.86847,0
450,1377.02,1179.02,0.443591,0.443591,6,5.86801,0
451,1377.47,1178.97,0.443598,0.443597,6,5.86773,0
451,1377.91,1178.93,0.443652,0.443652,6,5.86617,0
451,1378.35,1178.89,0.443658,0.443658,6,5.86533,0
452,1378.79,1178.85,0.443665,0.443665,6,5.86472,0
452,1379.23,1178.81,0.443671,0.443671,6,5.86347,0
452,1379.67,1178.76,0.443678,0.443678,6,5.86293,0
453,1380.11,1178.72,0.443685,0.443685,6,5.86376,0
453,1380.56,1178.68,0.443691,0.443691,6,5.86441,0
453,1381,1178.63,0.443697,0.443697,6,5.86529,0
454,1381.44,1178.59,0.443708,0.443708,6,5.86649,0
454,1381.88,1178.54,0.443714,0.443714,6,5.86777,0
454,1382.32,1178.5,0.443725,0.443725,6,5.86866,0
455,1382.76,1178.46,0.443731,0.443731,6,5.87009,0
455,1383.2,1178.41,0.443737,0.443737,6,6.35804,0
456,1383.64,1178.37,0.44375,0.443749,6,6.34539,0
456,1384.09,1178.32,0.443756,0.443756,6,6.33313,0
456,1384.53,1178.27,0.443762,0.443762,6,6.32111,0
457,1384.97,1178.23,0.443769,0.443768,6,6.30952,0
457,1385.41,1178.18,0.443775,0.443775,6,6.29792,0
457,1385.85,1178.14,0.443781,0.443781,6,6.28657,0
458,1386.29,1178.09,0.443789,0.443788,6,6.27653,0
458,1386.73,1178.04,0.443795,0.443795,6,6.26635,0
459,1387.17,1177.99,0.443801,0.443801,6,6.2569,0
459,1387.62,1177.94,0.443807,0.443807,6,6.24771,0
459,1388.06,1177.89,0.443812,0.443812,6,6.2387,0
460,1388.5,1177.84,0.443818,0.443818,6,6.23006,0
460,1388.94,1177.8,0.443824,0.443824,6,6.2215,0
460,1389.38,1177.75,0.44383,0.443829,6,6.21312,0
461,1389.82,1177.7,0.443836,0.443836,6,6.20588,0
461,1390.26,1177.65,0.443841,0.443841,6,6.19861,0
461,1390.7,1177.59,0.443847,0.443847,6,6.19149,0
462,1391.14,1177.54,0.44386,0.443859,6,6.18501,0
462,1391.58,1177.49,0.443865,0.443865,6,6.17838,0
463,1392.02,1177.44,0.443871,0.443871,6,6.17191,0
463,1392.46,1177.39,0.443877,0.443877,6,6.1669,0
463,1392.91,1177.34,0.443882,0.443882,6,6.16155,0
464,1393.35,1177.28,0.443889,0.443888,6,6.15731,0
464,1393.79,1177.23,0.443894,0.443894,6,6.15292,0
464,1394.23,1177.17,0.4439,0.4439,6,6.14862,0
465,1394.67,1177.12,0.443906,0.443906,6,6.14326,0
465,1395.11,1177.07,0.443911,0.44391,6,6.13831,0
465,1395.55,1177.02,0.443916,0.443916,6,6.1335,0
466,1395.99,1176.96,0.443831,0.443831,6,6.12915,0
466,1396.43,1176.91,0.443837,0.443837,6,6.12454,0
467,1396.87,1176.86,0.443842,0.443842,6,6.12007,0
467,1397.31,1176.8,0.44385,0.44385,6,6.11491,0
467,1397.75,1176.75,0.443856,0.443856,6,6.11029,0
468,1398.19,1176.7,0.443861,0.443861,6,6.10582,0
468,1398.63,1176.64,0.443867,0.443867,6,6.10077,0
468,1399.07,1176.59,0.443872,0.443872,6,6.09634,0
469,1399.51,1176.54,0.443916,0.443916,6,6.09339,0
469,1399.95,1176.48,0.443921,0.443921,6,6.09014,0
469,1400.39,1176.43,0.443927,0.443927,6,6.087,0
470,1400.83,1176.37,0.443932,0.443931,6,6.08476,0
470,1401.27,1176.32,0.443937,0.443937,6,6.08233,0
470,1401.71,1176.26,0.443942,0.443942,6,6.07999,0
471,1402.15,1176.21,0.443951,0.443951,6,6.0767,0
471,1402.59,1176.15,0.443956,0.443955,6,6.07364,0
471,1403.04,1176.1,0.443961,0.443961,6,6.07069,0
472,1403.48,1176.04,0.44397,0.443969,6,6.06819,0
